id_ocorrencia_t;tipo
46155;TRAFEGO AEREO
46156;PERDA DE CONTROLE NO SOLO
46157;FUMACA NA CABINE
46158;PERDA DE CONTROLE NO SOLO
46159;COM TREM DE POUSO
46160;PERDA DE COMPONENTE EM VOO
46161;FALHA DO MOTOR EM VOO
46170;COM COMANDOS DE VOO
46171;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46172;PANE SECA
46173;FALHA DO MOTOR EM VOO
46178;PERDA DE CONTROLE NO SOLO
46179;PERDA DE CONTROLE NO SOLO
46180;INDETERMINADO
46181;PERDA DE CONTROLE NO SOLO
46187;COM ROTOR
46188;PERDA DE CONTROLE NO SOLO
46189;COLISAO COM AVE
46190;OUTROS
46191;COLISAO COM AVE
46192;ESTOURO DE PNEU
46193;COLISAO COM OBSTACULOS NO SOLO
46194;TRAFEGO AEREO
46195;COLISAO COM AVE
46196;COM HELICE
46197;PERDA DE CONTROLE NO SOLO
46198;PERDA DE CONTROLE NO SOLO
46199;PANE SECA
46200;FALHA DO MOTOR EM VOO
46201;COM TREM DE POUSO
46202;VOO CONTROLADO CONTRA O TERRENO
46209;OUTROS
46210;COM PARA-BRISAS / JANELA / PORTA
46211;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46212;PERDA DE CONTROLE NO SOLO
46213;FALHA DO MOTOR EM VOO
46214;POUSO EM LOCAL NAO PREVISTO
46215;POUSO EM LOCAL NAO PREVISTO
46216;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46217;FALHA DO MOTOR EM VOO
46218;TRAFEGO AEREO
46219;ESTOURO DE PNEU
46253;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46255;COLISAO DE AERONAVES EM VOO
46256;POUSO ANTES DA PISTA
46257;FALHA DO MOTOR EM VOO
46258;COM COMANDOS DE VOO
46259;CAUSADO POR FENOMENO METEOROLOGICO NO SOLO
46259;EXCURSAO DE PISTA
46260;COLISAO COM AVE
46261;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
46263;POUSO LONGO
46264;POUSO EM LOCAL NAO PREVISTO
46279;COM TREM DE POUSO
46280;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
46281;EXCURSAO DE PISTA
46281;PERDA DE CONTROLE NO SOLO
46282;POUSO SEM TREM
46296;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46297;DESCOMPRESSAO NAO INTENCIONAL / EXPLOSIVA
46298;PERDA DE CONTROLE NO SOLO
46299;PERDA DE CONTROLE NO SOLO
46300;ESTOURO DE PNEU
46301;FOGO NO SOLO
46302;PERDA DE CONTROLE NO SOLO
46305;PERDA DE CONTROLE EM VOO
46306;PERDA DE CONTROLE NO SOLO
46307;ESTOURO DE PNEU
46308;PANE SECA
46309;OUTROS
46310;OUTROS
46311;PERDA DE CONTROLE NO SOLO
46312;FALHA DO MOTOR EM VOO
46336;PERDA DE CONTROLE NO SOLO
46337;EXCURSAO DE PISTA
46337;PERDA DE CONTROLE NO SOLO
46338;OUTROS
46339;PERDA DE CONTROLE EM VOO
46340;POUSO BRUSCO
46341;VAZAMENTO DE OUTROS FLUIDOS
46342;COLISAO COM AVE
46344;PERDA DE CONTROLE NO SOLO
46345;PERDA DE CONTROLE NO SOLO
46346;COLISAO COM AVE
46347;PERDA DE CONTROLE NO SOLO
46348;SOPRO DE REATOR
46349;PERDA DE CONTROLE NO SOLO
46350;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46354;PERDA DE CONTROLE EM VOO
46356;PERDA DE CONTROLE EM VOO
46358;ESTOURO DE PNEU
46359;ESTOURO DE PNEU
46362;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46368;PERDA DE CONTROLE EM VOO
46371;COLISAO COM AVE
46373;FALHA DO MOTOR EM VOO
46377;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46378;POUSO EM LOCAL NAO PREVISTO
46379;COLISAO COM OBSTACULOS NO SOLO
46411;COLISAO COM OBSTACULOS NO SOLO
46412;INDETERMINADO
46413;POUSO SEM TREM
46414;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
46415;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46416;POUSO BRUSCO
46417;PERDA DE CONTROLE EM VOO
46418;COLISAO COM OBSTACULOS NO SOLO
46419;DESORIENTACAO ESPACIAL
46431;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46432;PERDA DE CONTROLE EM VOO
46433;FALHA DO MOTOR EM VOO
46434;OPERACAO A BAIXA ALTITUDE
46435;PERDA DE CONTROLE EM VOO
46436;FALHA DO MOTOR EM VOO
46437;PERDA DE CONTROLE EM VOO
46438;FALHA DO MOTOR EM VOO
46439;PERDA DE CONTROLE NO SOLO
46443;FALHA DO MOTOR EM VOO
46444;COLISAO COM OBSTACULOS NO SOLO
46445;COM TREM DE POUSO
46446;EXCURSAO DE PISTA
46446;PERDA DE CONTROLE NO SOLO
46448;FALHA DO MOTOR EM VOO
46449;EXCURSAO DE PISTA
46449;PERDA DE CONTROLE NO SOLO
46450;POUSO SEM TREM
46451;POUSO EM LOCAL NAO PREVISTO
46452;ESTOURO DE PNEU
46453;F.O.D.
46454;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46455;DESCOMPRESSAO NAO INTENCIONAL / EXPLOSIVA
46456;ESTOURO DE PNEU
46471;FALHA DO MOTOR EM VOO
46472;ESTOURO DE PNEU
46473;ESTOURO DE PNEU
46474;ESTOURO DE PNEU
46475;PANE SECA
46476;COLISAO COM OBSTACULOS NO SOLO
46477;OUTROS
46478;CAUSADO POR FENOMENO METEOROLOGICO EM VOO
46479;POUSO BRUSCO
46480;ESTOURO DE PNEU
46481;COLISAO COM OBSTACULOS NO SOLO
46484;COM TREM DE POUSO
46485;FALHA DO MOTOR EM VOO
46486;ESTOURO DE PNEU
46487;DESCOMPRESSAO NAO INTENCIONAL / EXPLOSIVA
46495;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46496;COM ROTOR
46497;PERDA DE CONTROLE NO SOLO
46498;PERDA DE CONTROLE EM VOO
46499;FALHA DO MOTOR EM VOO
46512;PANE SECA
46513;POUSO SEM TREM
46514;PERDA DE CONTROLE NO SOLO
46515;COLISAO COM OBSTACULOS NO SOLO
46516;FALHA DO MOTOR EM VOO
46517;ESTOURO DE PNEU
46518;ESTOURO DE PNEU
46519;CAUSADO POR FENOMENO METEOROLOGICO EM VOO
46520;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46521;ESTOURO DE PNEU
46522;F.O.D.
46523;ESTOURO DE PNEU
46562;PERDA DE CONTROLE EM VOO
46563;FALHA DO MOTOR EM VOO
46564;FALHA DO MOTOR EM VOO
46565;POUSO EM LOCAL NAO PREVISTO
46566;POUSO SEM TREM
46567;CAUSADO POR FENOMENO METEOROLOGICO NO SOLO
46568;FALHA DO MOTOR EM VOO
46569;OUTROS
46570;POUSO LONGO
46571;PERDA DE CONTROLE EM VOO
46572;PERDA DE CONTROLE NO SOLO
46573;PERDA DE CONTROLE NO SOLO
46574;DESCOMPRESSAO NAO INTENCIONAL / EXPLOSIVA
46575;DESCOMPRESSAO NAO INTENCIONAL / EXPLOSIVA
46576;FALHA DO MOTOR EM VOO
46577;FALHA DO MOTOR EM VOO
46581;PERDA DE CONTROLE EM VOO
46582;CAUSADO POR FENOMENO METEOROLOGICO EM VOO
46583;PANE SECA
46584;FALHA DO MOTOR EM VOO
46585;PERDA DE CONTROLE EM VOO
46586;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
46587;COM TREM DE POUSO
46588;OUTROS
46589;PERDA DE CONTROLE NO SOLO
46590;PERDA DE CONTROLE NO SOLO
46591;VOO CONTROLADO CONTRA O TERRENO
46592;EXCURSAO DE PISTA
46592;PERDA DE CONTROLE NO SOLO
46593;COM TREM DE POUSO
46594;COM TREM DE POUSO
46597;POUSO SEM TREM
46598;ESTOURO DE PNEU
46599;COLISAO COM AVE
46600;ESTOURO DE PNEU
46601;POUSO BRUSCO
46602;POUSO SEM TREM
46603;OUTROS
46604;ESTOURO DE PNEU
46605;ESTOURO DE PNEU
46606;ESTOURO DE PNEU
46612;COM TREM DE POUSO
46613;COLISAO COM AVE
46614;OUTROS
46615;ESTOURO DE PNEU
46616;ESTOURO DE PNEU
46617;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46618;ESTOURO DE PNEU
46624;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46625;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46626;COM ROTOR
46627;TRAFEGO AEREO
46628;ESTOURO DE PNEU
46629;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
46630;PERDA DE CONTROLE NO SOLO
46633;FALHA DO MOTOR EM VOO
46638;CAUSADO POR FENOMENO METEOROLOGICO EM VOO
46639;INDETERMINADO
46640;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46647;COM PARA-BRISAS / JANELA / PORTA
46648;CAUSADO POR FENOMENO METEOROLOGICO EM VOO
46649;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46650;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46651;DESCOMPRESSAO NAO INTENCIONAL / EXPLOSIVA
46652;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46653;CAUSADO POR FENOMENO METEOROLOGICO EM VOO
46655;PANE SECA
46671;SOPRO DE REATOR
46672;SUPERAQUECIMENTO
46673;COLISAO COM AVE
46674;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46675;COM PARA-BRISAS / JANELA / PORTA
46676;TRAFEGO AEREO
46677;TRAFEGO AEREO
46679;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
46680;OUTROS
46681;OUTROS
46682;COM TREM DE POUSO
46683;ESTOURO DE PNEU
46684;ESTOURO DE PNEU
46685;OUTROS
46686;OUTROS
46687;OUTROS
46688;FALHA DO MOTOR EM VOO
46689;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46691;CAUSADO POR FENOMENO METEOROLOGICO EM VOO
46692;OUTROS
46693;FALHA DO MOTOR EM VOO
46694;CAUSADO POR FENOMENO METEOROLOGICO EM VOO
46695;TRAFEGO AEREO
46696;SOPRO DE ROTOR
46698;COLISAO COM AVE
46699;POUSO EM LOCAL NAO PREVISTO
46701;OUTROS
46702;PERDA DE CONTROLE EM VOO
46703;PANE SECA
46704;OUTROS
46705;EXCURSAO DE PISTA
46705;POUSO SEM TREM
46706;POUSO BRUSCO
46707;COLISAO COM AVE
46708;PERDA DE CONTROLE NO SOLO
46710;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46712;EXCURSAO DE PISTA
46712;PERDA DE CONTROLE NO SOLO
46713;ESTOURO DE PNEU
46714;ESTOURO DE PNEU
46715;VAZAMENTO DE COMBUSTIVEL
46716;ESTOURO DE PNEU
46717;POUSO EM LOCAL NAO PREVISTO
46718;TRAFEGO AEREO
46719;ESTOURO DE PNEU
46720;TRAFEGO AEREO
46721;COLISAO COM AVE
46722;ESTOURO DE PNEU
46723;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46734;FALHA DO MOTOR EM VOO
46735;PERDA DE CONTROLE NO SOLO
46746;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
46747;PERDA DE CONTROLE EM VOO
46748;EXCURSAO DE PISTA
46748;PERDA DE CONTROLE NO SOLO
46749;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46750;ESTOURO DE PNEU
46751;EXCURSAO DE PISTA
46752;PERDA DE CONTROLE EM VOO
46753;PANE SECA
46754;POUSO SEM TREM
46755;PERDA DE CONTROLE NO SOLO
46756;PERDA DE CONTROLE EM VOO
46757;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
46758;ESTOURO DE PNEU
46759;CAUSADO POR FENOMENO METEOROLOGICO EM VOO
46760;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46761;COM TREM DE POUSO
46762;F.O.D.
46763;CORTE INVOLUNTARIO DO MOTOR
46764;PERDA DE COMPONENTE EM VOO
46765;ESTOURO DE PNEU
46766;TRAFEGO AEREO
46767;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46768;ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO
46780;OUTROS
46781;INDETERMINADO
46782;CAUSADO POR FENOMENO METEOROLOGICO EM VOO
46783;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46784;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46785;FALHA DO MOTOR EM VOO
46786;COM TREM DE POUSO
46787;PERDA DE COMPONENTE NO SOLO
46788;VAZAMENTO DE OUTROS FLUIDOS
46789;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46790;OUTROS
46791;COM HELICE
46792;ESTOURO DE PNEU
46793;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46811;OUTROS
46812;POUSO BRUSCO
46813;ESTOURO DE PNEU
46814;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46819;ESTOURO DE PNEU
46820;FALHA DO MOTOR EM VOO
46821;ESTOURO DE PNEU
46822;PANE SECA
46823;POUSO EM LOCAL NAO PREVISTO
46839;FALHA DO MOTOR EM VOO
46840;PERDA DE CONTROLE EM VOO
46841;POUSO BRUSCO
46842;PERDA DE CONTROLE EM VOO
46844;PERDA DE CONTROLE NO SOLO
46845;INDETERMINADO
46846;OUTROS
46847;FALHA DO MOTOR EM VOO
46850;POUSO SEM TREM
46852;PERDA DE CONTROLE EM VOO
46853;POUSO SEM TREM
46854;PERDA DE CONTROLE EM VOO
46855;PANE SECA
46856;COM TREM DE POUSO
46857;COLISAO EM VOO COM OBSTACULO
46858;FALHA DO MOTOR EM VOO
46859;FALHA DO MOTOR EM VOO
46860;FALHA DO MOTOR EM VOO
46861;PERDA DE CONTROLE NO SOLO
46862;OUTROS
46863;COM TREM DE POUSO
46864;PERDA DE CONTROLE NO SOLO
46865;COM TREM DE POUSO
46866;VAZAMENTO DE OUTROS FLUIDOS
46868;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46869;OUTROS
46870;OUTROS
46871;POUSO BRUSCO
46872;PERDA DE CONTROLE EM VOO
46873;FALHA DO MOTOR EM VOO
46874;COLISAO COM OBSTACULOS NO SOLO
46876;ESTOURO DE PNEU
46877;TRAFEGO AEREO
46878;FALHA DO MOTOR NO SOLO
46879;PERDA DE CONTROLE NO SOLO
46881;PERDA DE CONTROLE NO SOLO
46883;PERDA DE CONTROLE NO SOLO
46884;CAUSADO POR FENOMENO METEOROLOGICO EM VOO
46885;ESTOURO DE PNEU
46896;FALHA DO MOTOR EM VOO
46897;FALHA DO MOTOR EM VOO
46898;FALHA DO MOTOR EM VOO
46900;PERDA DE CONTROLE EM VOO
46901;COM TREM DE POUSO
46904;FALHA DO MOTOR EM VOO
46905;PANE SECA
46910;POUSO EM LOCAL NAO PREVISTO
46914;PERDA DE CONTROLE NO SOLO
46916;PERDA DE CONTROLE EM VOO
46918;FOGO EM VOO
46919;PERDA DE CONTROLE NO SOLO
46921;PERDA DE CONTROLE NO SOLO
46922;ESTOURO DE PNEU
46969;CAUSADO POR FENOMENO METEOROLOGICO EM VOO
46972;POUSO BRUSCO
46973;FALHA DO MOTOR EM VOO
46977;INDETERMINADO
46980;FALHA DO MOTOR EM VOO
46982;COLISAO COM OBSTACULOS NO SOLO
46984;CAUSADO POR FENOMENO METEOROLOGICO EM VOO
46987;PERDA DE CONTROLE NO SOLO
47011;PERDA DE CONTROLE NO SOLO
47012;POUSO ANTES DA PISTA
47013;PERDA DE CONTROLE NO SOLO
47014;PANE SECA
47015;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
47016;PERDA DE CONTROLE EM VOO
47017;PERDA DE CONTROLE EM VOO
47018;POUSO ANTES DA PISTA
47019;INDETERMINADO
47023;OUTROS
47024;PERDA DE CONTROLE NO SOLO
47025;FALHA DO MOTOR EM VOO
47042;POUSO EM LOCAL NAO PREVISTO
47047;PERDA DE CONTROLE EM VOO
47048;PERDA DE CONTROLE NO SOLO
47049;OUTROS
47050;OUTROS
47052;COLISAO COM AVE
47053;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
47054;ESTOURO DE PNEU
47055;POUSO LONGO
47056;OUTROS
47057;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
47058;OUTROS
47059;COM TREM DE POUSO
47060;PERDA DE COMPONENTE NO SOLO
47061;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
47062;PERDA DE CONTROLE NO SOLO
47063;ESTOURO DE PNEU
47064;ESTOURO DE PNEU
47065;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
47074;FALHA DO MOTOR EM VOO
47075;COM PARA-BRISAS / JANELA / PORTA
47080;FALHA DO MOTOR EM VOO
47081;FALHA DO MOTOR EM VOO
47082;INDETERMINADO
47083;POUSO EM LOCAL NAO PREVISTO
47084;COLISAO COM AVE
47085;COM TREM DE POUSO
47086;ESTOURO DE PNEU
47087;COLISAO COM AVE
47095;AERONAVE ATINGIDA POR OBJETO
47096;CAUSADO POR FENOMENO METEOROLOGICO EM VOO
47097;CAUSADO POR FENOMENO METEOROLOGICO EM VOO
47098;CAUSADO POR FENOMENO METEOROLOGICO EM VOO
47099;CAUSADO POR FENOMENO METEOROLOGICO EM VOO
47100;FALHA DO MOTOR EM VOO
47102;POUSO LONGO
47108;PERDA DE CONTROLE EM VOO
47109;PANE SECA
47110;PERDA DE CONTROLE EM VOO
47111;ESTOURO DE PNEU
47112;ESTOURO DE PNEU
47113;ESTOURO DE PNEU
47114;PERDA DE COMPONENTE NO SOLO
47115;PERDA DE COMPONENTE NO SOLO
47116;ESTOURO DE PNEU
47117;PERDA DE COMPONENTE NO SOLO
47131;ESTOURO DE PNEU
47132;POUSO SEM TREM
47133;PERDA DE CONTROLE NO SOLO
47134;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
47138;FALHA DO MOTOR EM VOO
47142;PERDA DE CONTROLE EM VOO
47143;ESTOURO DE PNEU
47144;COM TREM DE POUSO
47145;COM TREM DE POUSO
47146;OUTROS
47153;COM TREM DE POUSO
47154;FALHA DO MOTOR EM VOO
47155;PERDA DE CONTROLE EM VOO
47156;PERDA DE CONTROLE EM VOO
47158;PERDA DE CONTROLE NO SOLO
47159;PERDA DE CONTROLE NO SOLO
47200;ESTOURO DE PNEU
47201;COM TREM DE POUSO
47207;VAZAMENTO DE COMBUSTIVEL
47208;OUTROS
47209;DESCOMPRESSAO NAO INTENCIONAL / EXPLOSIVA
47210;OUTROS
47211;ESTOURO DE PNEU
47213;COM COMANDOS DE VOO
47217;FALHA DO MOTOR EM VOO
47219;ESTOURO DE PNEU
47245;COLISAO COM AERONAVE NO SOLO
47246;ESTOURO DE PNEU
47296;INDETERMINADO
47297;PERDA DE CONTROLE NO SOLO
47298;COLISAO COM OBSTACULOS NO SOLO
47299;COLISAO COM AVE
47300;FALHA DO MOTOR NO SOLO
47302;ESTOURO DE PNEU
47304;FOGO NO SOLO
47305;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
47309;OUTROS
47310;ESTOURO DE PNEU
47311;ESTOURO DE PNEU
47312;ESTOURO DE PNEU
47313;ESTOURO DE PNEU
47314;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
47332;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
47333;POUSO BRUSCO
47334;COM TREM DE POUSO
47339;PERDA DE CONTROLE EM VOO
47351;PERDA DE CONTROLE NO SOLO
47353;COM TREM DE POUSO
47354;FALHA DO MOTOR EM VOO
47422;PERDA DE CONTROLE NO SOLO
47423;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
47432;TRAFEGO AEREO
47433;COLISAO COM AVE
47434;ESTOURO DE PNEU
47435;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
47436;COLISAO COM AVE
47437;TRAFEGO AEREO
47647;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
47648;FALHA DO MOTOR EM VOO
47649;FALHA DO MOTOR EM VOO
47650;PERDA DE CONTROLE EM VOO
47651;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
47652;PERDA DE CONTROLE NO SOLO
47659;PERDA DE CONTROLE EM VOO
47661;COLISAO COM OBSTACULOS NO SOLO
47665;PERDA DE CONTROLE NO SOLO
47674;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
47675;PERDA DE COMPONENTE NO SOLO
47694;PERDA DE CONTROLE NO SOLO
47697;PERDA DE CONTROLE NO SOLO
47698;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
47699;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
47704;POUSO EM LOCAL NAO PREVISTO
47707;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
47709;ESTOURO DE PNEU
47755;COLISAO COM AVE
47759;POUSO EM LOCAL NAO PREVISTO
47761;COLISAO COM AVE
47762;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
47763;CAUSADO POR FENOMENO METEOROLOGICO EM VOO
47765;CAUSADO POR FENOMENO METEOROLOGICO EM VOO
47766;COLISAO COM AVE
47767;COLISAO COM AVE
47768;POUSO EM LOCAL NAO PREVISTO
47769;ESTOURO DE PNEU
47872;PERDA DE CONTROLE EM VOO
47876;FALHA DO MOTOR EM VOO
47879;FALHA DO MOTOR EM VOO
47888;POUSO EM LOCAL NAO PREVISTO
47894;PANE SECA
47901;COM TREM DE POUSO
47926;OUTROS
47936;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
47938;COLISAO COM OBSTACULOS NO SOLO
47939;COM TREM DE POUSO
47965;FALHA DO MOTOR EM VOO
47966;PERDA DE COMPONENTE EM VOO
47979;INDETERMINADO
47980;FALHA DO MOTOR EM VOO
47981;PERDA DE CONTROLE EM VOO
47983;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
47992;POUSO BRUSCO
47998;PERDA DE CONTROLE NO SOLO
48012;PERDA DE CONTROLE EM VOO
48013;PERDA DE CONTROLE EM VOO
48014;PERDA DE CONTROLE NO SOLO
48053;FALHA DO MOTOR EM VOO
48055;PERDA DE CONTROLE EM VOO
48058;COLISAO COM OBSTACULOS NO SOLO
48064;ESTOURO DE PNEU
48074;FALHA DO MOTOR EM VOO
48078;COM PARA-BRISAS / JANELA / PORTA
48083;ESTOURO DE PNEU
48091;ESTOURO DE PNEU
48096;PERDA DE CONTROLE NO SOLO
48102;FALHA DO MOTOR EM VOO
48103;VAZAMENTO DE OUTROS FLUIDOS
48104;COM COMANDOS DE VOO
48105;ESTOURO DE PNEU
48107;ESTOURO DE PNEU
48109;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
48110;COM TREM DE POUSO
48112;TRAFEGO AEREO
48113;PERDA DE CONTROLE NO SOLO
48114;COLISAO COM OBSTACULOS NO SOLO
48142;COLISAO DE VEICULO COM AERONAVE
48144;OUTROS
48145;COLISAO DE VEICULO COM AERONAVE
48159;ESTOURO DE PNEU
48162;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
48163;TRAFEGO AEREO
48172;COLISAO COM AVE
48219;COLISAO COM AVE
48429;POUSO SEM TREM
48438;POUSO LONGO
48442;ESTOURO DE PNEU
48446;COM TREM DE POUSO
48451;PERDA DE CONTROLE NO SOLO
48474;FALHA DO MOTOR EM VOO
48512;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
48516;CAUSADO POR FENOMENO METEOROLOGICO EM VOO
48578;TRAFEGO AEREO
48580;OUTROS
48582;COM TREM DE POUSO
48584;FALHA DO MOTOR EM VOO
48630;FALHA DO MOTOR EM VOO
48652;OPERACOES NO SOLO
48653;POUSO EM LOCAL NAO PREVISTO
48654;POUSO SEM TREM
48656;OUTROS
48657;OUTROS
48658;FALHA DO MOTOR EM VOO
48659;COM COMANDOS DE VOO
48660;COM TREM DE POUSO
48661;PERDA DE CONTROLE NO SOLO
48662;COM TREM DE POUSO
48691;POUSO BRUSCO
48693;COLISAO COM AVE
48694;ESTOURO DE PNEU
48696;POUSO BRUSCO
48711;COM TREM DE POUSO
48714;POUSO BRUSCO
48716;CAUSADO POR FENOMENO METEOROLOGICO EM VOO
48727;DESORIENTACAO ESPACIAL
48729;FALHA DO MOTOR EM VOO
48731;COM TREM DE POUSO
48734;FALHA DO MOTOR EM VOO
48736;COM TREM DE POUSO
48738;FALHA DO MOTOR EM VOO
48739;ESTOURO DE PNEU
48751;ESTOURO DE PNEU
48753;POUSO EM LOCAL NAO PREVISTO
48754;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
48755;OUTROS
48757;CAUSADO POR FENOMENO METEOROLOGICO EM VOO
48759;OUTROS
48761;COLISAO COM AVE
48762;COM HELICE
48772;COM TREM DE POUSO
48791;OUTROS
48793;POUSO BRUSCO
48795;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
48796;FALHA DO MOTOR EM VOO
48797;PERDA DE CONTROLE NO SOLO
48797;POUSO LONGO
48799;COM TREM DE POUSO
48799;EXCURSAO DE PISTA
48800;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
48801;PERDA DE CONTROLE EM VOO
48803;PERDA DE CONTROLE NO SOLO
48804;FALHA DO MOTOR EM VOO
48812;OUTROS
48813;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
48814;COM TREM DE POUSO
48816;PROBLEMAS FISIOLOGICOS
48832;COLISAO COM AVE
48833;OUTROS
48837;POUSO EM LOCAL NAO PREVISTO
48848;COLISAO COM OBSTACULOS NO SOLO
48850;COLISAO COM AVE
48852;COLISAO COM OBSTACULOS NO SOLO
48871;SOPRO DE REATOR
48876;POUSO SEM TREM
48878;COM TREM DE POUSO
48879;PERDA DE CONTROLE NO SOLO
48881;PERDA DE CONTROLE NO SOLO
48883;COM TREM DE POUSO
48884;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
48893;OUTROS
48894;COLISAO COM AVE
48895;COLISAO COM AVE
48896;COLISAO COM AVE
48897;INDETERMINADO
48898;COM TREM DE POUSO
48899;PERDA DE CONTROLE NO SOLO
48912;PERDA DE COMPONENTE NO SOLO
48915;COLISAO DE VEICULO COM AERONAVE
49053;PERDA DE CONTROLE EM VOO
49058;COM TREM DE POUSO
49113;POUSO EM LOCAL NAO PREVISTO
49115;FALHA DO MOTOR EM VOO
49116;PERDA DE CONTROLE NO SOLO
49117;COM TREM DE POUSO
49118;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
49119;PERDA DE CONTROLE NO SOLO
49120;PERDA DE CONTROLE EM VOO
49121;PERDA DE CONTROLE NO SOLO
49122;POUSO SEM TREM
49123;FALHA DO MOTOR EM VOO
49124;COM TREM DE POUSO
49125;PANE SECA
49152;PERDA DE CONTROLE NO SOLO
49154;PERDA DE CONTROLE NO SOLO
49155;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
49156;PERDA DE CONTROLE NO SOLO
