id_ocorrencia_t;tipo
44040;PERDA DE CONTROLE NO SOLO
44043;OUTROS
44045;VAZAMENTO DE OUTROS FLUIDOS
44052;COLISAO COM AVE
44055;COLISAO COM AVE
44060;COLISAO COM AVE
44062;COM TREM DE POUSO
44064;ESTOURO DE PNEU
44078;FALHA DO MOTOR EM VOO
44079;PANE SECA
44081;PERDA DE CONTROLE EM VOO
44082;DESORIENTACAO ESPACIAL
44085;OUTROS
44086;OUTROS
44087;ESTOURO DE PNEU
44118;PERDA DE CONTROLE EM VOO
44122;COM PARA-BRISAS / JANELA / PORTA
44125;PERDA DE CONTROLE NO SOLO
44128;ESTOURO DE PNEU
44131;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
44140;PERDA DE CONTROLE EM VOO
44141;FALHA DO MOTOR EM VOO
44143;COLISAO COM OBSTACULOS NO SOLO
44144;DESCOMPRESSAO NAO INTENCIONAL / EXPLOSIVA
44146;FALHA DO MOTOR EM VOO
44148;COLISAO COM AVE
44149;COLISAO COM AVE
44153;COLISAO COM AVE
44155;COLISAO COM AVE
44156;COLISAO COM AVE
44159;COLISAO COM AVE
44173;COLISAO COM AVE
44188;OUTROS
44198;INDETERMINADO
44231;COM TREM DE POUSO
44233;POUSO EM LOCAL NAO PREVISTO
44235;DESCOMPRESSAO NAO INTENCIONAL / EXPLOSIVA
44238;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
44242;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
44244;ESTOURO DE PNEU
44244;POUSO LONGO
44248;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
44315;TRAFEGO AEREO
44316;PERDA DE CONTROLE EM VOO
44318;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
44319;FALHA DO MOTOR EM VOO
44321;COM HELICE
44325;COLISAO COM AVE
44327;ESTOURO DE PNEU
44329;COLISAO COM AVE
44336;PERDA DE CONTROLE NO SOLO
44338;POUSO EM LOCAL NAO PREVISTO
44339;PERDA DE CONTROLE NO SOLO
44340;PERDA DE CONTROLE EM VOO
44344;OUTROS
44346;OUTROS
44347;FALHA DO MOTOR EM VOO
44348;FUMACA NA CABINE
44355;ESTOURO DE PNEU
44358;OUTROS
44361;FALHA ESTRUTURAL
44374;COLISAO COM AVE
44377;PERDA DE CONTROLE NO SOLO
44378;COM TREM DE POUSO
44390;ESTOURO DE PNEU
44395;TRAFEGO AEREO
44399;PANE SECA
44400;POUSO BRUSCO
44402;COM TREM DE POUSO
44403;PERDA DE CONTROLE NO SOLO
44404;EXCURSAO DE PISTA
44404;PERDA DE CONTROLE NO SOLO
44405;OUTROS
44407;COLISAO COM AVE
44420;COLISAO COM AVE
44422;OUTROS
44424;COLISAO COM OBSTACULOS NO SOLO
44425;ESTOURO DE PNEU
44427;COLISAO COM AVE
44430;ESTOURO DE PNEU
44431;ESTOURO DE PNEU
44432;OUTROS
44434;INDETERMINADO
44435;TRAFEGO AEREO
44436;PERDA DE CONTROLE EM VOO
44437;POUSO LONGO
44439;POUSO EM LOCAL NAO PREVISTO
44441;PERDA DE COMPONENTE EM VOO
44442;OUTROS
44448;PERDA DE CONTROLE NO SOLO
44458;FALHA DO MOTOR EM VOO
44463;CAUSADO POR FENOMENO METEOROLOGICO EM VOO
44464;PERDA DE CONTROLE NO SOLO
44479;ESTOURO DE PNEU
44480;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
44481;TRAFEGO AEREO
44483;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
44484;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
44485;VAZAMENTO DE OUTROS FLUIDOS
44487;PERDA DE COMPONENTE EM VOO
44489;ESTOURO DE PNEU
44492;PERDA DE COMPONENTE EM VOO
44501;ESTOURO DE PNEU
44502;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
44504;FOGO EM VOO
44506;COM COMANDOS DE VOO
44507;F.O.D.
44508;OUTROS
44509;OUTROS
44510;PERDA DE CONTROLE NO SOLO
44512;COM TREM DE POUSO
44515;FALHA DO MOTOR EM VOO
44517;COLISAO COM AVE
44527;FUMACA NA CABINE
44528;CAUSADO POR FENOMENO METEOROLOGICO EM VOO
44530;FALHA DO MOTOR EM VOO
44531;PANE SECA
44533;PANE SECA
44536;PERDA DE CONTROLE NO SOLO
44537;TRAFEGO AEREO
44538;COM PARA-BRISAS / JANELA / PORTA
44539;PANE SECA
44540;TRAFEGO AEREO
44541;DESORIENTACAO ESPACIAL
44542;TRAFEGO AEREO
44543;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
44545;PERDA DE CONTROLE NO SOLO
44548;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
44549;OUTROS
44552;FOGO NO SOLO
44553;FALHA DO MOTOR EM VOO
44554;FALHA DO MOTOR EM VOO
44556;TRAFEGO AEREO
44564;TRAFEGO AEREO
44569;PERDA DE COMPONENTE NO SOLO
44571;ESTOURO DE PNEU
44575;OUTROS
44576;INDETERMINADO
44577;POUSO EM LOCAL NAO PREVISTO
44579;PERDA DE CONTROLE EM VOO
44580;ESTOURO DE PNEU
44589;POUSO SEM TREM
44592;INDETERMINADO
44594;COLISAO COM AVE
44597;COM TRANSPORTE DE CARGA
44598;PERDA DE CONTROLE NO SOLO
44601;PERDA DE CONTROLE NO SOLO
44602;POUSO BRUSCO
44606;PERDA DE CONTROLE EM VOO
44609;POUSO EM LOCAL NAO PREVISTO
44611;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
44612;OPERACAO A BAIXA ALTITUDE
44614;COM ROTOR
44627;POUSO SEM TREM
44629;PERDA DE CONTROLE NO SOLO
44630;PERDA DE CONTROLE NO SOLO
44635;COLISAO COM AVE
44644;PERDA DE CONTROLE NO SOLO
44645;PERDA DE CONTROLE NO SOLO
44647;COLISAO COM AVE
44648;TRAFEGO AEREO
44649;COM COMANDOS DE VOO
44652;POUSO LONGO
44655;COM TREM DE POUSO
44656;POUSO LONGO
44660;VOO CONTROLADO CONTRA O TERRENO
44661;OUTROS
44670;PANE SECA
44677;COLISAO COM AVE
44698;TRAFEGO AEREO
44700;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
44703;FALHA DO MOTOR EM VOO
44705;POUSO BRUSCO
44708;ESTOURO DE PNEU
44712;PERDA DE CONTROLE NO SOLO
44734;INDETERMINADO
44736;FALHA DO MOTOR EM VOO
44737;OUTROS
44738;ESTOURO DE PNEU
44741;ESTOURO DE PNEU
44742;OUTROS
44761;CAUSADO POR FENOMENO METEOROLOGICO EM VOO
44762;PERDA DE CONTROLE EM VOO
44763;COM TREM DE POUSO
44766;OUTROS
44769;COLISAO COM AVE
44770;ESTOURO DE PNEU
44772;ESTOURO DE PNEU
44775;CAUSADO POR FENOMENO METEOROLOGICO EM VOO
44777;PERDA DE CONTROLE NO SOLO
44780;FALHA DO MOTOR EM VOO
44784;ESTOURO DE PNEU
44793;POUSO EM LOCAL NAO PREVISTO
44794;PERDA DE CONTROLE NO SOLO
44795;INDETERMINADO
44796;FALHA DO MOTOR EM VOO
44801;ESTOURO DE PNEU
44804;POUSO EM LOCAL NAO PREVISTO
44806;ESTOURO DE PNEU
44811;INDETERMINADO
44812;TRAFEGO AEREO
44813;INDETERMINADO
44814;FALHA DO MOTOR EM VOO
44816;PERDA DE COMPONENTE EM VOO
44817;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
44820;PERDA DE CONTROLE NO SOLO
44828;POUSO EM LOCAL NAO PREVISTO
44834;FALHA DO MOTOR EM VOO
44836;PERDA DE COMPONENTE EM VOO
44837;PANE SECA
44838;COM TREM DE POUSO
44843;PERDA DE CONTROLE NO SOLO
44845;COLISAO COM OBSTACULOS NO SOLO
44846;ESTOURO DE PNEU
44850;PERDA DE CONTROLE EM VOO
44851;COLISAO COM OBSTACULOS NO SOLO
44853;PERDA DE CONTROLE NO SOLO
44855;VOO CONTROLADO CONTRA O TERRENO
44856;TRAFEGO AEREO
44858;COM TREM DE POUSO
44859;OUTROS
44863;COLISAO COM OBSTACULOS NO SOLO
44865;COLISAO COM AVE
44878;PERDA DE CONTROLE NO SOLO
44879;PERDA DE CONTROLE EM VOO
44880;POUSO BRUSCO
44881;PERDA DE CONTROLE NO SOLO
44882;COM TREM DE POUSO
44884;FALHA DO MOTOR NO SOLO
44885;FALHA DO MOTOR EM VOO
44887;VAZAMENTO DE OUTROS FLUIDOS
44888;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
44890;OUTROS
44891;OUTROS
44892;COLISAO COM AVE
44893;COLISAO COM OBSTACULOS NO SOLO
44897;F.O.D.
44901;TRAFEGO AEREO
44902;COM TREM DE POUSO
44903;FALHA DO MOTOR EM VOO
44906;POUSO EM LOCAL NAO PREVISTO
44907;F.O.D.
44917;OUTROS
44920;TRAFEGO AEREO
44921;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
44922;OUTROS
44924;PERDA DE CONTROLE EM VOO
44926;FALHA DO MOTOR EM VOO
44927;FALHA DO MOTOR EM VOO
44935;POUSO EM LOCAL NAO PREVISTO
44939;OUTROS
44942;OUTROS
44944;COLISAO DE AERONAVES EM VOO
44945;TRAFEGO AEREO
44947;COLISAO COM AVE
44951;COLISAO COM AVE
44955;ESTOURO DE PNEU
44957;COLISAO COM AVE
44959;ESTOURO DE PNEU
44964;POUSO EM LOCAL NAO PREVISTO
44965;COLISAO COM AVE
44966;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
44967;POUSO SEM TREM
44968;PERDA DE CONTROLE NO SOLO
44969;PERDA DE CONTROLE NO SOLO
44974;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
44975;POUSO BRUSCO
44977;POUSO LONGO
44983;PERDA DE CONTROLE NO SOLO
44986;COM ROTOR
44988;POUSO LONGO
44990;OUTROS
44992;COLISAO COM OBSTACULOS NO SOLO
44993;FALHA DO MOTOR EM VOO
44995;PANE SECA
44996;POUSO SEM TREM
44999;COM TREM DE POUSO
45001;FALHA DO MOTOR EM VOO
45003;FALHA DO MOTOR EM VOO
45005;PERDA DE CONTROLE NO SOLO
45007;ESTOURO DE PNEU
45008;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
45010;ESTOURO DE PNEU
45011;PERDA DE CONTROLE NO SOLO
45012;PERDA DE CONTROLE NO SOLO
45013;PERDA DE COMPONENTE EM VOO
45016;ESTOURO DE PNEU
45025;FALHA DO MOTOR EM VOO
45036;PERDA DE CONTROLE NO SOLO
45045;PERDA DE CONTROLE EM VOO
45047;FALHA DO MOTOR EM VOO
45048;OPERACAO A BAIXA ALTITUDE
45049;FALHA DO MOTOR EM VOO
45050;PERDA DE CONTROLE EM VOO
45051;PERDA DE CONTROLE EM VOO
45052;COM TREM DE POUSO
45053;PERDA DE CONTROLE EM VOO
45054;PERDA DE COMPONENTE EM VOO
45055;POUSO SEM TREM
45056;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
45057;PERDA DE CONTROLE NO SOLO
45058;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
45059;INDETERMINADO
45060;FALHA DO MOTOR EM VOO
45061;COLISAO COM OBSTACULOS NO SOLO
45062;PERDA DE CONTROLE NO SOLO
45063;PERDA DE CONTROLE NO SOLO
45064;OUTROS
45065;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
45070;FALHA DO MOTOR EM VOO
45071;CAUSADO POR FENOMENO METEOROLOGICO EM VOO
45072;PERDA DE CONTROLE NO SOLO
45087;OPERACAO A BAIXA ALTITUDE
45088;PERDA DE CONTROLE EM VOO
45089;POUSO LONGO
45090;PERDA DE CONTROLE NO SOLO
45091;PERDA DE CONTROLE EM VOO
45094;PERDA DE COMPONENTE EM VOO
45096;FALHA DO MOTOR EM VOO
45098;COM TREM DE POUSO
45100;PERDA DE CONTROLE NO SOLO
45102;POUSO BRUSCO
45104;FALHA DO MOTOR EM VOO
45106;COLISAO COM OBSTACULOS NO SOLO
45109;SUPERAQUECIMENTO
45111;TRAFEGO AEREO
45127;POUSO SEM TREM
45128;OUTROS
45149;FALHA DO MOTOR EM VOO
45151;PERDA DE CONTROLE EM VOO
45153;PERDA DE CONTROLE EM VOO
45167;FALHA DO MOTOR EM VOO
45168;FALHA DO MOTOR EM VOO
45169;PERDA DE CONTROLE EM VOO
45187;PERDA DE CONTROLE NO SOLO
45188;PERDA DE CONTROLE NO SOLO
45210;FALHA DO MOTOR EM VOO
45211;FALHA DO MOTOR EM VOO
45212;POUSO SEM TREM
45213;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
45215;DESORIENTACAO ESPACIAL
45217;PERDA DE COMPONENTE EM VOO
45218;POUSO EM LOCAL NAO PREVISTO
45222;TRAFEGO AEREO
45224;TRAFEGO AEREO
45226;OUTROS
45227;FALHA DO MOTOR EM VOO
45228;PERDA DE CONTROLE NO SOLO
45229;COM TREM DE POUSO
45230;TRAFEGO AEREO
45232;PERDA DE CONTROLE NO SOLO
45233;PERDA DE CONTROLE NO SOLO
45235;PERDA DE COMPONENTE EM VOO
45236;FALHA DO MOTOR EM VOO
45237;POUSO EM LOCAL NAO PREVISTO
45238;CAUSADO POR FENOMENO METEOROLOGICO EM VOO
45247;PERDA DE CONTROLE EM VOO
45250;VOO CONTROLADO CONTRA O TERRENO
45251;PERDA DE CONTROLE NO SOLO
45252;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
45253;POUSO LONGO
45267;OUTROS
45268;PERDA DE CONTROLE NO SOLO
45269;PERDA DE CONTROLE NO SOLO
45270;PERDA DE CONTROLE EM VOO
45271;COLISAO COM OBSTACULOS NO SOLO
45272;PERDA DE CONTROLE NO SOLO
45273;PERDA DE CONTROLE NO SOLO
45274;PERDA DE CONTROLE NO SOLO
45277;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
45279;PERDA DE CONTROLE EM VOO
45280;FALHA DO MOTOR EM VOO
45282;PERDA DE CONTROLE NO SOLO
45284;PERDA DE CONTROLE NO SOLO
45285;PERDA DE CONTROLE NO SOLO
45286;PERDA DE CONTROLE NO SOLO
45288;PERDA DE CONTROLE EM VOO
45289;VAZAMENTO DE COMBUSTIVEL
45290;POUSO EM LOCAL NAO PREVISTO
45291;PERDA DE CONTROLE EM VOO
45292;COM TREM DE POUSO
45293;OUTROS
45294;OUTROS
45296;FALHA DO MOTOR EM VOO
45307;COM TREM DE POUSO
45310;INDETERMINADO
45311;INDETERMINADO
45312;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
45313;FALHA DO MOTOR NO SOLO
45327;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
45328;VAZAMENTO DE OUTROS FLUIDOS
45329;FALHA DO MOTOR EM VOO
45331;COM PESSOAL EM VOO
45332;PERDA DE CONTROLE NO SOLO
45333;FALHA DO MOTOR EM VOO
45334;ESTOURO DE PNEU
45390;OPERACAO A BAIXA ALTITUDE
45391;FALHA DO MOTOR EM VOO
45392;PERDA DE CONTROLE EM VOO
45393;EXCURSAO DE PISTA
45393;PERDA DE CONTROLE NO SOLO
45396;COM TREM DE POUSO
45397;FALHA DO MOTOR EM VOO
45399;FALHA DO MOTOR EM VOO
45400;FOGO EM VOO
45401;FALHA DO MOTOR EM VOO
45403;OUTROS
45405;DESCOMPRESSAO NAO INTENCIONAL / EXPLOSIVA
45407;PERDA DE CONTROLE NO SOLO
45408;PERDA DE CONTROLE EM VOO
45409;PERDA DE CONTROLE EM VOO
45410;PERDA DE CONTROLE NO SOLO
45412;PERDA DE COMPONENTE EM VOO
45413;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
45414;COM TREM DE POUSO
45414;FALHA DO MOTOR EM VOO
45415;PERDA DE CONTROLE NO SOLO
45417;POUSO BRUSCO
45447;FALHA DO MOTOR EM VOO
45450;FALHA DO MOTOR EM VOO
45466;POUSO SEM TREM
45469;COM ROTOR
45470;DESCOMPRESSAO NAO INTENCIONAL / EXPLOSIVA
45487;FALHA DO MOTOR EM VOO
45490;DESORIENTACAO ESPACIAL
45522;PERDA DE CONTROLE NO SOLO
45523;FALHA DO MOTOR EM VOO
45524;EXCURSAO DE PISTA
45524;PERDA DE CONTROLE NO SOLO
45525;FALHA DO MOTOR EM VOO
45526;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
45527;PERDA DE CONTROLE EM VOO
45528;PANE SECA
45529;POUSO EM LOCAL NAO PREVISTO
45553;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
45554;POUSO LONGO
45564;FALHA DO MOTOR EM VOO
45569;FALHA DO MOTOR EM VOO
45570;PERDA DE CONTROLE EM VOO
45571;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
45572;PERDA DE CONTROLE EM VOO
45573;COM COMANDOS DE VOO
45576;POUSO BRUSCO
45579;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
45580;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
45582;COM TREM DE POUSO
45582;EXCURSAO DE PISTA
45584;POUSO SEM TREM
45585;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
45586;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
45587;PERDA DE CONTROLE NO SOLO
45588;CAUSADO POR FENOMENO METEOROLOGICO EM VOO
45589;PERDA DE CONTROLE EM VOO
45594;FALHA DO MOTOR EM VOO
45596;PERDA DE CONTROLE EM VOO
45597;COM TREM DE POUSO
45597;EXCURSAO DE PISTA
45598;PERDA DE CONTROLE NO SOLO
45599;COM TREM DE POUSO
45600;FALHA DO MOTOR EM VOO
45601;TRAFEGO AEREO
45602;INDETERMINADO
45604;TRAFEGO AEREO
45609;COLISAO COM AVE
45610;COLISAO COM OBSTACULOS NO SOLO
45611;POUSO LONGO
45612;PERDA DE CONTROLE NO SOLO
45618;FALHA DO MOTOR EM VOO
45619;PERDA DE CONTROLE EM VOO
45624;FUMACA NA CABINE
45625;ESTOURO DE PNEU
45647;COM COMANDOS DE VOO
45651;FALHA DO MOTOR EM VOO
45652;PERDA DE CONTROLE EM VOO
45653;PERDA DE CONTROLE NO SOLO
45654;COM TREM DE POUSO
45654;EXCURSAO DE PISTA
45655;POUSO BRUSCO
45656;COM TREM DE POUSO
45658;ESTOURO DE PNEU
45667;FALHA DO MOTOR EM VOO
45668;POUSO EM LOCAL NAO PREVISTO
45669;F.O.D.
45670;OUTROS
45671;FALHA DO MOTOR EM VOO
45677;DESCOMPRESSAO NAO INTENCIONAL / EXPLOSIVA
45678;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
45680;DESCOMPRESSAO NAO INTENCIONAL / EXPLOSIVA
45681;COLISAO COM AVE
45682;TRAFEGO AEREO
45684;POUSO EM LOCAL NAO PREVISTO
45685;ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO
45686;COLISAO COM AVE
45689;TRAFEGO AEREO
45691;COLISAO COM AVE
45692;COLISAO COM AVE
45693;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
45694;ESTOURO DE PNEU
45695;VAZAMENTO DE OUTROS FLUIDOS
45696;COLISAO COM OBSTACULOS NO SOLO
45697;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
45698;SOPRO DE REATOR
45699;VAZAMENTO DE OUTROS FLUIDOS
45700;CAUSADO POR FENOMENO METEOROLOGICO EM VOO
45701;OUTROS
45703;ESTOURO DE PNEU
45705;ESTOURO DE PNEU
45706;COM TREM DE POUSO
45707;ESTOURO DE PNEU
45709;COLISAO COM AVE
45710;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
45711;COLISAO COM OBSTACULOS NO SOLO
45712;FALHA DO MOTOR EM VOO
45713;COLISAO COM OBSTACULOS NO SOLO
45714;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
45715;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
45718;ESTOURO DE PNEU
45719;PERDA DE CONTROLE NO SOLO
45727;OUTROS
45728;CAUSADO POR FENOMENO METEOROLOGICO EM VOO
45729;PERDA DE CONTROLE NO SOLO
45729;POUSO LONGO
45730;EXCURSAO DE PISTA
45730;PERDA DE CONTROLE NO SOLO
45731;FALHA DO MOTOR EM VOO
45732;PERDA DE CONTROLE EM VOO
45733;COM TREM DE POUSO
45734;FALHA DO MOTOR EM VOO
45746;PERDA DE CONTROLE EM VOO
45747;POUSO SEM TREM
45748;COM TREM DE POUSO
45749;COM TREM DE POUSO
45750;PERDA DE CONTROLE EM VOO
45751;PERDA DE CONTROLE NO SOLO
45751;POUSO LONGO
45752;EXCURSAO DE PISTA
45752;PERDA DE CONTROLE NO SOLO
45753;EXCURSAO DE PISTA
45753;POUSO BRUSCO
45754;EXCURSAO DE PISTA
45754;PERDA DE CONTROLE NO SOLO
45755;PERDA DE CONTROLE NO SOLO
45756;OUTROS
45757;PERDA DE CONTROLE EM VOO
45759;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
45760;FALHA DO MOTOR EM VOO
45768;FALHA DO MOTOR EM VOO
45769;FALHA DO MOTOR EM VOO
45773;ESTOURO DE PNEU
45774;COM TREM DE POUSO
45775;ESTOURO DE PNEU
45776;FALHA DO MOTOR EM VOO
45777;PROBLEMAS FISIOLOGICOS
45778;ESTOURO DE PNEU
45779;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
45780;COM PARA-BRISAS / JANELA / PORTA
45781;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
45783;OUTROS
45784;CAUSADO POR FENOMENO METEOROLOGICO EM VOO
45785;COM TRANSPORTE DE CARGA
45786;ESTOURO DE PNEU
45789;INDETERMINADO
45790;ESTOURO DE PNEU
45791;FALHA DO MOTOR EM VOO
45792;COLISAO COM AVE
45793;ESTOURO DE PNEU
45794;CAUSADO POR FENOMENO METEOROLOGICO EM VOO
45795;PERDA DE COMPONENTE NO SOLO
45796;VAZAMENTO DE OUTROS FLUIDOS
45797;PERDA DE CONTROLE NO SOLO
45798;PERDA DE CONTROLE NO SOLO
45799;FALHA DO MOTOR EM VOO
45800;COM TREM DE POUSO
45801;FALHA DO MOTOR NO SOLO
45802;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
45803;OUTROS
45804;FALHA DO MOTOR EM VOO
45819;FALHA DO MOTOR EM VOO
45820;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
45821;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
45822;FALHA DO MOTOR EM VOO
45829;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
45830;PERDA DE CONTROLE NO SOLO
45831;PERDA DE CONTROLE NO SOLO
45833;FALHA DO MOTOR EM VOO
45834;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
45835;PERDA DE CONTROLE NO SOLO
45841;OUTROS
45842;COLISAO COM AERONAVE NO SOLO
45843;TRAFEGO AEREO
45844;FUMACA NA CABINE
45845;SOPRO DE REATOR
45849;PERDA DE CONTROLE NO SOLO
45850;OUTROS
45853;COM ROTOR
45854;COM TREM DE POUSO
45856;COM HELICE
45857;PERDA DE CONTROLE EM VOO
45859;COM TREM DE POUSO
45860;OUTROS
45861;PERDA DE COMPONENTE EM VOO
45862;FOGO EM VOO
45864;POUSO EM LOCAL NAO PREVISTO
45865;PERDA DE COMPONENTE EM VOO
45866;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
45867;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
45887;COM TREM DE POUSO
45889;PERDA DE CONTROLE NO SOLO
45890;PERDA DE COMPONENTE EM VOO
45891;COM TREM DE POUSO
45892;FALHA DO MOTOR EM VOO
45894;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
45895;COLISAO COM OBSTACULOS NO SOLO
45897;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
45898;COM TREM DE POUSO
45899;PERDA DE CONTROLE NO SOLO
45900;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
45901;OUTROS
45902;PERDA DE CONTROLE EM VOO
45903;TRAFEGO AEREO
45904;ESTOURO DE PNEU
45912;PERDA DE CONTROLE NO SOLO
45913;FALHA DO MOTOR EM VOO
45914;PERDA DE CONTROLE NO SOLO
45915;PERDA DE CONTROLE NO SOLO
45916;TRAFEGO AEREO
45917;OUTROS
45918;OUTROS
45927;COM TREM DE POUSO
45928;FOGO NO SOLO
45929;POUSO LONGO
45930;COM ROTOR
45931;COM TREM DE POUSO
45932;COM TREM DE POUSO
45932;EXCURSAO DE PISTA
45933;FALHA DO MOTOR EM VOO
45934;OUTROS
45935;PERDA DE CONTROLE NO SOLO
45936;FALHA DO MOTOR EM VOO
45937;POUSO LONGO
45938;POUSO LONGO
45939;PERDA DE CONTROLE EM VOO
45940;INDETERMINADO
45941;FALHA DO MOTOR EM VOO
45942;COM TREM DE POUSO
45943;OUTROS
45944;POUSO BRUSCO
45945;COM TREM DE POUSO
45946;COLISAO COM AVE
45947;PERDA DE COMPONENTE EM VOO
45948;ESTOURO DE PNEU
45949;ESTOURO DE PNEU
45950;PERDA DE CONTROLE NO SOLO
45951;PERDA DE COMPONENTE NO SOLO
45952;FALHA DO MOTOR EM VOO
45959;TRAFEGO AEREO
45960;ESTOURO DE PNEU
45964;COLISAO COM AVE
45972;ESTOURO DE PNEU
45973;F.O.D.
45980;OUTROS
45981;VAZAMENTO DE OUTROS FLUIDOS
45982;TRAFEGO AEREO
45983;FALHA DO MOTOR EM VOO
45985;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
45989;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46019;ESTOURO DE PNEU
46022;COLISAO COM AVE
46024;EXCURSAO DE PISTA
46024;PERDA DE CONTROLE NO SOLO
46026;POUSO ANTES DA PISTA
46029;PERDA DE COMPONENTE EM VOO
46032;TRAFEGO AEREO
46036;OUTROS
46038;EXCURSAO DE PISTA
46038;PERDA DE CONTROLE NO SOLO
46042;FALHA DO MOTOR EM VOO
46043;COM TREM DE POUSO
46043;EXCURSAO DE PISTA
46045;PANE SECA
46046;ESTOURO DE PNEU
46048;ESTOURO DE PNEU
46048;EXCURSAO DE PISTA
46049;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
46052;FALHA DO MOTOR EM VOO
46053;TRAFEGO AEREO
46055;SUPERAQUECIMENTO
46056;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46067;POUSO EM LOCAL NAO PREVISTO
46068;OUTROS
46069;COLISAO COM OBSTACULO DURANTE A DECOLAGEM E POUSO
46070;COLISAO COM OBSTACULOS NO SOLO
46072;PERDA DE CONTROLE NO SOLO
46073;FALHA DO MOTOR EM VOO
46092;COM LANCAMENTO DE PESSOAS
46093;PANE SECA
46094;EXCURSAO DE PISTA
46094;PERDA DE CONTROLE NO SOLO
46095;PERDA DE CONTROLE EM VOO
46096;ESTOURO DE PNEU
46098;FALHA DO MOTOR EM VOO
46105;OUTROS
46106;SOPRO DE REATOR
46109;OUTROS
46110;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46111;OUTROS
46116;FALHA DO MOTOR EM VOO
46117;OUTROS
46152;VOO CONTROLADO CONTRA O TERRENO
46153;PERDA DE CONTROLE EM VOO
46154;COM TREM DE POUSO
